DestinationPort,FlowDuration,TotalFwdPackets,TotalBackwardPackets,TotalLengthOfFwdPackets,TotalLengthOfBwdPackets,FwdPacketLengthMax,FwdPacketLengthMin,FwdPacketLengthMean,FwdPacketLengthStd,BwdPacketLengthMax,BwdPacketLengthMin,BwdPacketLengthMean,BwdPacketLengthStd,FlowBytesPerSecond,FlowPacketsPerSecond,FlowIATMean,FlowIATStd,FlowIATMax,FlowIATMin,FwdIATTotal,FwdIATMean,FwdIATStd,FwdIATMax,FwdIATMin,BwdIATTotal,BwdIATMean,BwdIATStd,BwdIATMax,BwdIATMin,FwdPSHFlags,BwdPSHFlags,FwdURGFlags,BwdURGFlags,FINFlagCount,SYNFlagCount,RSTFlagCount,PSHFlagCount,ACKFlagCount,URGFlagCount,CWEFlagCount,ECEFlagCount,FwdHeaderLength,BwdHeaderLength,FwdPacketsPerSecond,BwdPacketsPerSecond,MinPacketLength,MaxPacketLength,PacketLengthMean,PacketLengthStd,PacketLengthVariance,DownUpRatio,AveragePacketSize,AvgFwdSegmentSize,AvgBwdSegmentSize,FwdAvgBytesPerBulk,FwdAvgPacketsPerBulk,FwdAvgBulkRate,BwdAvgBytesPerBulk,BwdAvgPacketsPerBulk,BwdAvgBulkRate,SubflowFwdPackets,SubflowFwdBytes,SubflowBwdPackets,SubflowBwdBytes,InitWinBytesForward,InitWinBytesBackward,ActiveMean,ActiveStd,ActiveMax,ActiveMin,IdleMean,IdleStd,IdleMax,IdleMin,ActDataPktFwd,MinSegSizeForward,Protocol,Label
80,3365,177,4,35496,742,794,42,418,84,536,92,314,60,258412,2513,8810,2200,39242,12,93317,4491,1034,7322,43,75704,1968,2548,44445,82,1,1,0,0,1,147,1,1,0,0,0,0,54,30,36,10,98,1216,657,139,19321,5,215,887,303,4896,53,8266,2505,9,3933,16,2326,4,2062,46462,25086,31771,9084,132254,331,98690,5420,332871,739,5,39,6,DDoS
21,32761,95,22,2605,9843,885,97,491,16,356,56,206,22,15217,96,3437,2877,31132,99,25436,9545,1089,23220,86,34222,9283,3731,16674,71,1,0,0,0,1,0,0,29,16,0,0,0,20,28,62,31,77,1138,607.5,177,31329,1,742,141,557,3602,81,903,4694,23,2827,49,1119,22,3109,28419,13192,46460,6960,198349,448,42093,4917,90424,698,25,99,6,FTP-Patator
41694,48,4,1,74,58,1087,61,574,93,1165,95,630,90,415,157,4056,1565,28438,35,92794,7978,1898,35954,32,33412,8961,4769,10238,87,1,1,0,0,1,1,0,0,8,0,0,0,55,40,68,27,71,1072,571.5,72,5184,1,151,960,625,5814,34,7884,6976,39,4176,11,2939,20,4532,61864,22781,53907,4907,17049,515,27642,7181,278937,405,16,70,6,PortScan
80,2940,106,6,38283,897,497,96,296.5,67,1479,42,760.5,21,100164,1920,6365,3959,12776,4,28491,9471,4763,10084,94,30133,2211,2957,22335,96,1,0,0,0,0,132,0,1,8,0,0,0,41,58,60,40,47,1319,683,86,7396,6,751,491,557,6516,29,67,782,87,9110,38,1082,40,3281,64402,13012,69894,7823,175940,344,81242,4004,42461,375,5,45,6,DoS Hulk
64513,470508,88,37,1269,5758,1200,99,649.5,50,481,60,270.5,36,557,40,9002,4573,2972,44,23219,3070,1754,31255,66,6589,5666,566,38529,46,0,1,0,0,1,0,1,0,5,0,0,0,39,58,93,9,91,1448,769.5,178,31684,7,456,419,464,362,84,881,5274,88,3631,29,312,24,3531,56515,31221,65978,6863,482142,539,5567,3730,148322,817,37,94,6,Bot
14692,406968,75,36,5322,5670,962,44,503,36,340,95,217.5,38,3289,7,3568,4940,6987,12,34855,1105,510,27160,23,6599,2400,230,31754,53,0,0,0,0,0,0,0,3,5,0,0,0,50,33,64,98,65,1351,708,91,8281,8,627,394,312,3366,22,3148,6971,93,2240,27,4797,31,581,42221,63079,37880,8571,309509,304,30130,6812,297744,671,4,56,6,Bot
365,39268,31,49,2837,1731,1413,87,750,97,898,45,471.5,97,4685,57,2984,3281,32789,96,92664,8840,1740,12115,39,67392,5736,4724,4150,27,0,1,0,0,0,0,0,0,7,0,0,0,24,39,9,59,76,1119,597.5,60,3600,2,545,565,916,1513,78,442,3619,14,5122,15,513,25,4610,11376,27737,47095,3864,112103,900,78321,5642,499887,924,22,66,6,BENIGN
80,4209,975,0,88707,378,400,86,243,11,419,41,230,25,268203,2490,7172,4790,45488,16,16726,5798,2936,45342,94,69363,3295,2820,29739,90,0,1,0,0,1,71,1,2,9,0,0,0,38,46,48,13,86,1202,644,134,17956,8,163,155,827,5465,94,1333,655,92,6539,22,4809,35,1698,58775,36834,48099,4148,451756,242,56307,9343,25780,387,28,85,6,DDoS
80,11498,49,56,49112,17901,131,97,114,27,611,70,340.5,38,16014,212,5170,728,39020,10,57770,7263,326,30194,39,38806,6642,4203,15516,75,1,1,0,0,0,0,0,17,8,0,0,0,28,59,95,74,41,1346,693.5,169,28561,0,718,819,140,1417,19,9750,6381,51,7160,17,3177,6,1779,33821,64474,13899,3844,112528,887,17634,8480,72739,598,31,52,6,Web Attack - XSS
426,38937,38,23,864,3511,1126,97,611.5,37,429,90,259.5,68,1316,12,4889,4558,26443,95,91806,3614,686,36992,13,87659,5985,2392,39066,84,1,1,0,0,0,1,0,0,3,0,0,0,22,31,14,76,89,1490,789.5,171,29241,8,189,481,843,7654,45,5632,5929,67,1117,40,4062,10,1532,9294,45894,30414,5750,279313,819,91167,2277,136549,873,40,69,6,BENIGN
52104,268064,15,11,1691,8073,1254,64,659,99,448,65,256.5,98,1700,26,1971,1098,28820,27,94694,1608,2874,19211,62,23726,9780,2438,19631,46,1,0,0,0,1,0,0,2,4,0,0,0,22,34,16,25,93,1268,680.5,107,11449,4,182,125,445,7962,2,3463,4079,36,5694,23,4437,44,2263,40112,9285,9911,5095,408317,35,89324,4259,453980,830,2,67,6,Bot
372,16674,5,7,3991,917,1358,43,700.5,34,634,83,358.5,41,6280,94,2069,3078,24423,33,21769,2047,3147,27220,99,90506,626,101,1978,55,0,0,0,0,0,0,0,0,5,0,0,0,39,50,42,85,98,1383,740.5,55,3025,0,904,305,760,547,94,128,4669,91,3644,10,757,36,2628,16242,28325,33364,7179,65304,273,30383,2782,90975,101,49,82,6,Infiltration
12049,23,3,1,154,91,284,65,174.5,33,1016,85,550.5,63,344,125,9580,2886,16440,85,28637,8711,4889,1523,76,29606,6906,3955,44981,40,0,0,0,0,0,1,1,4,7,0,0,0,47,26,54,39,82,1220,651,176,30976,3,180,227,683,789,50,5688,6244,32,7223,40,4262,29,1244,17529,59601,87838,7684,497604,397,21427,1529,430128,340,2,30,6,PortScan
80,3900,370,3,71729,42,1029,53,541,80,494,96,295,50,262932,4270,4537,4426,49871,79,20505,3692,4738,7329,46,88992,3586,106,49846,5,0,0,0,0,1,80,0,4,3,0,0,0,56,51,85,46,91,1432,761.5,192,36864,4,989,297,186,8144,86,1871,9314,71,8754,47,3485,39,1928,28868,53448,46359,5234,419097,564,83315,6499,421755,464,17,23,6,DoS Hulk
199,18401,5,23,3133,4693,973,80,526.5,21,547,60,303.5,12,6951,29,3918,867,29083,26,39513,1335,3886,20116,39,64768,8259,2531,3093,36,1,0,0,0,0,0,0,3,3,0,0,0,53,25,81,23,40,1379,709.5,187,34969,8,587,553,449,2551,53,6723,8236,85,1169,8,2875,3,4433,62437,53659,65655,1046,323934,414,21159,9410,395040,371,30,27,6,Infiltration
80,2316,954,5,34571,481,678,42,360,54,1378,47,712.5,55,165970,2532,3451,2863,30531,45,63650,1745,3251,19144,44,38203,4510,4010,9132,25,1,0,0,0,0,73,1,2,5,0,0,0,34,57,40,51,67,1153,610,64,4096,0,805,965,329,8898,33,6373,7309,88,3432,49,3815,13,4486,34230,63326,40060,8961,359251,834,22147,913,259696,162,41,74,6,DoS Hulk
80,15495,57,92,26663,9330,1216,63,639.5,59,880,75,477.5,33,22678,359,5746,4409,37503,24,68843,2146,1301,22444,93,43014,7573,4003,47054,91,0,1,0,0,1,1,0,13,9,0,0,0,34,34,60,41,88,1152,620,100,10000,7,475,375,371,7689,14,1311,8210,40,4017,45,251,29,2836,52031,46269,34565,9207,208265,349,6007,1002,490464,57,17,67,6,Web Attack - XSS
30947,59,1,0,45,52,634,48,341,71,143,92,117.5,91,562,158,9910,1895,11518,32,54825,812,946,20252,49,90306,9744,4042,33376,81,0,1,0,0,1,1,1,3,6,0,0,0,36,44,63,6,69,1192,630.5,51,2601,8,502,873,345,4506,54,6172,3912,36,4941,12,2043,36,1812,21202,54723,74206,9485,370201,260,30655,1606,296744,522,4,78,6,PortScan
80,103,509,7,12433,996,535,75,305,64,1310,72,691,68,351869,3098,7503,825,35664,69,11322,9940,3654,34789,70,60404,5928,4231,46511,37,1,1,0,0,0,63,1,0,0,0,0,0,31,32,52,13,70,1035,552.5,137,18769,7,169,760,824,5890,85,4840,6371,54,3247,10,4570,6,3296,24005,24520,33967,393,321495,166,15350,3180,376698,182,22,32,6,DoS Hulk
171,51484,8,11,2217,2350,487,45,266,99,1466,68,767,49,7087,76,4209,4670,21736,6,34340,6899,2236,6354,28,83429,5446,1314,33242,63,1,1,0,0,0,0,1,3,3,0,0,0,45,49,6,17,59,1327,693,162,26244,7,937,444,689,3667,77,7619,4135,46,1071,40,227,30,565,58051,38981,49764,8875,153681,895,66638,1522,122876,256,30,30,6,BENIGN
80,46314,12,67,12760,6213,235,54,144.5,50,606,91,348.5,34,28132,342,2466,2182,40259,56,24058,268,3595,16080,92,34922,4669,4022,3374,5,1,1,0,0,1,1,0,13,16,0,0,0,24,46,6,23,53,1098,575.5,158,24964,6,973,676,549,933,48,1902,2903,0,2959,16,4914,19,1478,54870,27394,8408,7061,233852,550,21928,7175,361854,829,28,77,6,Web Attack - XSS
80,23686,77,84,24038,18449,1173,53,613,79,920,71,495.5,76,33338,61,1852,3820,46366,78,23581,6665,1961,44196,67,64534,5771,1496,4348,35,0,0,0,0,0,1,0,12,11,0,0,0,39,46,79,42,44,1483,763.5,125,15625,9,316,736,750,883,80,864,2831,83,2929,43,4264,24,2598,34446,15360,70418,9575,78068,909,9229,8691,87150,781,36,47,6,Web Attack - XSS
80,34985,48,61,9351,7104,881,93,487,42,1434,47,740.5,84,21936,395,5967,869,42137,56,1695,6929,3743,42600,95,34539,7247,785,4269,76,1,0,0,0,1,1,0,15,17,0,0,0,27,39,98,82,40,1076,558,78,6084,7,337,744,399,7810,1,29,5406,39,2414,29,882,2,4892,36355,15804,20095,8899,482360,820,95049,5781,314518,758,16,38,6,Web Attack - XSS
364,99383,35,14,2530,3712,246,45,145.5,34,181,57,119,20,7797,60,1980,1917,16363,15,71422,2362,2531,27689,31,5562,9285,1652,18404,38,0,0,0,0,0,0,1,1,0,0,0,0,35,27,14,74,91,1115,603,194,37636,3,257,194,973,1226,90,26,7625,13,6126,34,2816,40,3879,9164,30611,54537,9710,278801,942,52692,2472,344103,641,14,30,6,BENIGN
80,1206,760,4,72932,364,603,40,321.5,67,1352,80,716,11,217987,2842,6557,4338,15130,49,47723,9883,2790,31569,60,21547,3952,3227,23453,68,0,1,0,0,1,137,1,2,8,0,0,0,50,51,82,98,49,1487,768,192,36864,9,770,744,809,2766,90,6139,7748,1,1575,14,1712,18,473,34445,16528,93204,7475,56314,32,26207,6060,76434,206,16,78,6,DoS Hulk
80,2893,436,7,64423,440,634,53,343.5,65,1312,64,688,89,465594,770,9207,2502,6592,65,62475,6758,2798,49350,78,95264,4621,1589,31296,39,0,0,0,0,1,91,1,3,6,0,0,0,36,50,48,99,75,1053,564,143,20449,3,576,571,691,6950,28,2499,4486,53,6058,11,3513,22,3951,9522,33851,19786,2189,214539,633,66850,5875,301349,822,8,30,6,DDoS
203,42835,9,25,1282,3853,1265,61,663,97,915,62,488.5,72,7841,87,9923,4333,47109,7,66175,8509,2836,48861,57,59886,9239,4859,35208,46,1,0,0,0,0,0,0,3,5,0,0,0,42,37,56,13,85,1218,651.5,60,3600,0,327,170,289,4206,7,3877,2776,47,3115,44,233,13,4114,22411,9064,42024,2087,182254,268,40531,3685,424973,507,26,36,6,Infiltration
80,23621,35,55,16884,37255,871,40,455.5,60,220,88,154,86,45314,373,7191,1882,3734,60,22594,394,510,49252,8,71195,3464,2637,6973,21,1,1,0,0,1,1,1,18,8,0,0,0,38,48,58,79,76,1279,677.5,165,27225,5,825,206,872,6346,48,1681,956,74,3857,3,2315,35,1451,59503,32151,25264,2202,217522,552,38411,3032,222085,555,19,50,6,Web Attack - XSS
63201,76,4,1,78,68,1284,58,671,14,756,63,409.5,22,699,183,2260,2196,41289,43,3746,4193,1357,44358,50,36016,9065,4865,3108,14,0,1,0,0,1,1,0,1,2,0,0,0,48,41,39,6,42,1318,680,196,38416,6,323,719,721,7474,88,4893,5643,75,3574,34,1899,2,4336,13803,40991,91413,4381,379099,851,71073,8520,188432,634,17,77,6,PortScan
21,46587,75,30,4517,13884,285,77,181,64,1336,47,691.5,58,11688,191,8392,1698,38012,71,4437,2737,3715,23277,45,9025,2888,4401,44106,42,0,1,0,0,1,0,1,17,11,0,0,0,42,41,23,97,48,1377,712.5,142,20164,0,934,114,745,7988,76,4443,7132,97,6789,33,2687,18,3052,43162,19760,28989,618,325209,872,19448,2452,346799,59,19,72,6,FTP-Patator
80,4595,344,8,12212,477,822,56,439,82,615,55,335,18,395069,2340,1200,3738,37322,78,3972,1737,3018,7782,69,68611,2524,1958,10629,82,1,1,0,0,1,163,0,1,1,0,0,0,30,26,5,17,44,1244,644,64,4096,5,551,221,434,7604,92,6497,6249,14,7932,47,590,18,2012,50561,38363,46446,7491,54214,936,19376,7813,294094,140,39,27,6,DoS Hulk
119,52053,48,49,4545,3779,1228,44,636,75,1082,59,570.5,45,2303,12,1717,1647,18431,79,91173,3882,3346,18160,7,13948,7908,3011,32187,83,1,0,0,0,0,0,0,0,8,0,0,0,43,37,22,78,99,1416,757.5,181,32761,0,756,982,478,6807,41,6348,655,76,5040,38,3300,43,4599,14209,33067,60549,9490,393089,198,36132,7616,231994,839,11,44,6,BENIGN
80,37618,63,62,30138,21639,328,89,208.5,14,172,80,126,43,11099,376,2292,4841,19386,58,38219,3248,1676,31901,39,42568,8627,4170,14000,50,0,1,0,0,0,0,1,15,15,0,0,0,34,33,89,47,41,1418,729.5,92,8464,4,505,782,255,700,57,3741,5862,27,5415,2,4255,7,1217,19498,52631,72835,9920,370008,183,43134,9667,105600,139,25,44,6,Web Attack - XSS
264,79974,47,38,2116,4322,1066,42,554,37,922,76,499,13,4475,11,1120,584,2200,79,97829,7581,4811,38495,12,16417,2295,2260,37283,82,0,1,0,0,1,1,1,2,1,0,0,0,23,56,24,69,76,1074,575,155,24025,1,838,534,943,6071,34,7525,4951,61,4240,45,3908,11,3836,14472,46701,21544,8266,44391,318,94420,7463,343568,788,26,93,6,Infiltration
21,25990,32,75,6316,10000,1081,87,584,17,637,92,364.5,76,5917,196,2636,2308,9649,69,24433,1954,2841,41801,99,76467,8927,2237,11140,94,0,0,0,0,1,1,1,38,26,0,0,0,52,54,55,7,78,1218,648,97,9409,7,529,633,989,7007,13,8536,5296,8,6388,4,2557,45,4100,60367,31673,16621,5006,203896,815,90792,3247,350336,478,28,82,6,FTP-Patator
438,11461,20,6,3882,2117,836,63,449.5,13,662,82,372,23,7186,45,516,2543,28939,28,30029,800,2630,46051,36,9469,9356,1341,25143,43,1,0,0,0,0,1,0,3,3,0,0,0,37,40,48,87,80,1320,700,126,15876,8,145,556,361,5662,33,7901,1624,25,3804,36,1043,6,105,42533,40931,83108,8721,487855,831,59490,779,375341,248,5,59,6,BENIGN
181,36046,34,49,2079,3840,1269,91,680,71,1219,79,649,70,2270,54,4650,2250,27677,24,78448,772,2394,27299,21,24729,6637,1778,15591,45,0,0,0,0,1,0,1,1,5,0,0,0,34,53,41,76,73,1068,570.5,74,5476,4,115,595,313,8972,35,3572,3751,41,975,17,4610,36,1174,19961,19578,21550,7848,456257,641,49501,7464,83481,425,16,20,6,Infiltration
46875,55611,20,19,9148,7659,438,49,243.5,67,1180,53,616.5,56,3275,8,5318,4054,5255,98,45225,8899,4548,33506,25,43578,7930,3968,14857,8,0,0,0,0,1,1,0,0,2,0,0,0,23,59,62,5,49,1214,631.5,116,13456,4,532,937,457,5191,57,3917,3660,45,9628,18,2721,16,671,15191,26400,14468,641,172559,448,52677,568,424473,688,16,29,6,Bot
80,2535,587,2,35589,81,1436,86,761,86,253,45,149,99,165216,2615,9592,4425,27997,93,73068,4090,699,42731,38,20010,9622,780,11256,57,0,1,0,0,1,74,1,4,6,0,0,0,41,59,83,56,48,1046,547,139,19321,0,517,955,982,6071,5,6459,2909,58,2066,21,4468,6,1705,53254,48791,58353,2518,164550,58,74763,6489,88157,20,16,95,6,DoS Hulk
43809,78,4,0,68,77,1204,89,646.5,47,1348,86,717,58,163,53,7221,1596,41214,81,24670,6681,162,37768,65,62641,5698,3332,19429,48,0,1,0,0,1,1,1,4,1,0,0,0,31,52,38,98,79,1294,686.5,187,34969,6,682,370,922,2410,25,9163,1649,10,8224,27,3772,48,4898,60583,50734,16638,2387,377660,665,65918,167,98500,643,30,29,6,PortScan
80,49358,77,86,33958,42271,892,72,482,68,701,90,395.5,32,8252,417,9912,1539,36925,73,38006,1308,2834,19144,56,13405,6687,3666,38835,84,0,0,0,0,1,1,0,15,10,0,0,0,49,24,36,35,88,1160,624,148,21904,0,787,925,827,5712,79,4355,2973,97,630,17,3663,49,3668,16172,62206,8162,1985,236876,453,43458,3843,149312,518,8,47,6,Web Attack - XSS
11628,294063,71,33,4513,5503,1142,42,592,73,1222,42,632,66,4068,47,8595,1095,17392,54,52839,8465,1028,12116,75,60231,6477,2656,17679,1,1,0,0,0,1,1,1,3,7,0,0,0,58,56,76,17,63,1477,770,51,2601,1,722,123,894,9877,78,7252,2245,59,9998,7,4272,21,577,35138,40909,74420,7959,333206,86,19937,9381,416456,89,31,89,6,Bot
21,48423,70,80,10422,16270,331,76,203.5,36,1396,70,733,17,3790,63,632,3423,28037,12,62761,9371,1275,38309,35,38563,706,482,25411,50,0,1,0,0,0,0,1,31,25,0,0,0,25,43,62,82,54,1459,756.5,194,37636,7,303,379,171,7691,91,2543,6017,67,463,23,4334,42,2601,61008,51685,61841,4373,66785,184,72788,8672,205337,89,36,21,6,FTP-Patator
21,36808,74,71,3592,7496,903,62,482.5,96,1235,88,661.5,80,18646,55,5061,2276,34345,53,10120,7503,943,11541,35,9221,6906,483,45282,57,0,0,0,0,1,0,1,19,49,0,0,0,49,57,77,10,82,1443,762.5,62,3844,2,468,551,178,1636,53,7873,7572,46,8737,31,2782,29,972,52503,27354,30114,5308,321638,602,53934,4723,149874,6,31,87,6,FTP-Patator
80,19037,60,96,23671,38745,1115,87,601,45,1013,50,531.5,32,26548,254,4848,4384,2670,80,77427,4807,1653,12811,13,50685,8392,1075,28189,81,0,0,0,0,0,0,1,7,12,0,0,0,27,55,12,71,61,1333,697,156,24336,8,242,170,677,8066,55,4776,3409,56,8666,43,4878,25,4136,22526,38044,25469,6164,448462,112,6051,3234,420186,913,45,42,6,Web Attack - XSS
65206,29,4,1,147,25,1123,74,598.5,69,1009,84,546.5,79,680,179,5991,624,38320,80,21466,8068,2681,32975,16,2264,7413,2196,7207,3,0,0,0,0,1,1,0,0,1,0,0,0,39,46,8,64,64,1383,723.5,189,35721,5,655,706,202,5803,26,498,5812,16,7545,33,978,34,4794,28285,60346,41639,431,278439,512,47355,5721,422812,963,46,86,6,PortScan
80,4697,779,9,53614,400,335,80,207.5,61,437,62,249.5,29,203718,3017,4239,831,6219,27,12033,7115,3782,37783,22,37275,977,3034,39231,46,1,1,0,0,0,160,0,1,8,0,0,0,42,54,52,9,92,1438,765,93,8649,5,828,648,781,4417,62,3752,935,34,1533,32,4206,39,3396,25469,64341,99169,2175,461125,410,47783,1956,273593,579,20,84,6,DDoS
80,2499,400,6,46123,63,250,49,149.5,62,1315,79,697,96,376687,1627,8836,1750,21682,22,94415,6904,3235,3962,28,92322,503,1782,47231,89,1,1,0,0,0,173,1,0,5,0,0,0,28,22,81,78,78,1176,627,195,38025,7,441,487,168,4742,85,1454,9804,45,9407,29,2256,8,3727,12012,21517,19460,4475,344676,336,19803,4348,38191,735,18,77,6,DoS Hulk
21,29381,72,68,8031,8053,1466,92,779,27,1037,77,557,27,12812,54,118,192,4869,43,75635,799,3941,18988,41,42809,3602,2746,43658,22,1,1,0,0,1,1,0,18,42,0,0,0,30,48,72,40,73,1348,710.5,138,19044,3,814,577,840,7599,52,5791,5389,63,1655,16,2857,14,540,38232,53337,44881,2182,495569,20,76017,2993,106063,912,49,24,6,FTP-Patator
21,15196,59,39,15131,6409,1066,68,567,34,576,82,329,61,3838,162,460,1267,31700,81,42261,7023,1103,29930,97,37829,8400,4113,24803,43,1,0,0,0,1,0,0,20,41,0,0,0,37,33,56,95,69,1381,725,131,17161,3,787,575,561,8106,19,7881,5416,29,886,49,4936,39,2570,54167,32334,55717,4918,138827,966,3151,9020,141301,358,20,42,6,FTP-Patator
21,15138,92,73,7260,17991,978,40,509,81,105,70,87.5,62,8720,173,7452,3173,12991,21,54908,5322,4442,47317,19,95262,1152,2527,10387,85,0,1,0,0,0,1,0,10,49,0,0,0,38,31,61,38,84,1438,761,123,15129,6,133,149,422,9841,55,2590,3236,21,3408,28,4892,1,1163,19612,32114,28622,4756,74152,471,34564,9662,241156,340,39,90,6,FTP-Patator
80,1183,990,2,60632,730,789,98,443.5,68,159,99,129,34,432758,2291,7488,179,35230,9,88795,2759,3027,6200,89,9723,8039,4340,4763,64,0,1,0,0,1,69,1,4,2,0,0,0,38,41,21,77,81,1407,744,109,11881,7,472,324,227,2358,62,9420,6538,38,6852,26,2447,18,4945,17844,36882,76679,4394,253653,750,27511,1238,56013,181,38,89,6,DoS Hulk
80,1401,393,9,74863,210,222,68,145,96,1185,55,620,38,307063,1952,6523,815,7582,5,3225,256,1919,42523,19,98721,4381,2083,34218,83,0,0,0,0,0,127,1,0,9,0,0,0,50,58,33,40,73,1343,708,176,30976,8,622,308,480,8837,60,4379,3497,68,2875,35,970,1,2653,65248,33375,89251,5614,397503,906,48745,4240,80188,956,15,84,6,DoS Hulk
80,2125,620,0,24534,895,319,90,204.5,39,200,40,120,90,176681,1646,9365,580,40854,28,37402,1149,484,36076,95,60447,5656,1962,22139,25,1,1,0,0,0,107,0,3,0,0,0,0,33,37,46,26,86,1308,697,72,5184,8,453,439,395,2474,67,333,4210,73,6472,21,358,45,1951,65361,41557,28013,9462,232514,634,9466,7004,317452,421,30,61,6,DDoS
331,8200,34,49,1864,1298,174,54,114,78,326,89,207.5,24,5575,53,5221,1607,34322,70,4940,6599,3685,41419,3,38345,244,2923,35986,14,1,1,0,0,0,0,0,4,8,0,0,0,31,54,43,72,63,1472,767.5,157,24649,4,921,785,605,3242,24,917,364,79,7624,14,2843,13,2773,31307,25728,84024,9074,302721,900,30770,8691,34281,280,48,78,6,BENIGN
80,2867,725,0,33468,92,1121,98,609.5,11,776,60,418,83,254628,1980,6163,4478,26075,15,75590,6013,3921,36072,84,60643,9051,2408,6590,34,0,0,0,0,1,75,0,1,5,0,0,0,25,37,84,79,65,1438,751.5,129,16641,3,820,401,644,1880,50,3980,2951,64,2100,9,1938,23,3185,25273,37338,44982,7341,112149,779,2617,8504,426783,426,18,69,6,DoS Hulk
168,20729,26,8,3356,2430,778,42,410,67,103,81,92,70,5760,10,7527,3945,24830,75,41968,4379,2878,9297,41,27803,3708,3307,2452,42,0,0,0,0,0,0,0,3,1,0,0,0,56,25,53,78,57,1227,642,158,24964,3,794,968,622,2158,99,8275,6166,85,9528,20,1468,43,2430,19838,51856,99453,2597,323674,291,39902,833,398678,214,35,98,6,Infiltration
40029,475670,38,50,8936,1765,406,49,227.5,23,153,88,120.5,48,4074,29,3847,4465,39560,32,8453,2434,3028,36303,53,52537,2124,1117,49895,93,1,0,0,0,1,1,0,3,8,0,0,0,50,21,76,34,70,1144,607,157,24649,0,300,717,498,3322,61,1857,8452,88,9247,9,3578,18,4269,39437,54776,38926,9363,319261,303,82114,8853,214561,792,13,73,6,Bot
4251,378646,84,64,4053,5451,649,97,373,68,901,79,490,46,4282,11,4098,4029,2231,96,10043,6614,2708,17101,7,70558,2811,1643,19855,77,0,1,0,0,0,0,1,1,7,0,0,0,24,44,6,81,80,1468,774,192,36864,1,257,327,160,4532,75,8336,9402,46,8215,27,483,11,4582,18920,62240,91166,1698,184238,327,92422,7242,347443,130,17,21,6,Bot
54028,63,4,0,66,19,329,81,205,56,912,77,494.5,32,195,120,5363,1953,46200,48,43463,6477,3868,45090,68,54864,8237,2333,36666,76,1,1,0,0,1,1,1,4,0,0,0,0,54,27,45,96,81,1323,702,52,2704,3,552,398,872,1385,91,6398,4754,87,850,38,752,49,1224,44055,63156,82922,7434,52259,693,6471,6952,99055,698,17,79,6,PortScan
33433,10,2,0,135,78,285,93,189,42,1435,73,754,39,719,118,4531,3232,34128,75,62167,4047,2751,46453,73,90628,909,4420,28975,88,1,1,0,0,1,1,0,0,8,0,0,0,32,58,67,58,41,1433,737,110,12100,1,618,719,785,9103,65,2830,8793,57,8470,30,340,16,1261,46758,24318,99777,1913,177529,937,96937,859,282969,118,26,92,6,PortScan
80,4812,204,6,41292,889,567,52,309.5,12,1435,90,762.5,57,184631,646,4720,3074,30986,21,55567,791,121,27374,70,69329,4052,4912,6331,50,0,1,0,0,1,135,0,3,2,0,0,0,33,44,31,73,99,1155,627,185,34225,1,410,442,839,6675,81,4824,3390,78,3711,8,1211,2,4860,12954,29806,3425,4867,215325,22,83550,4292,211009,971,47,92,6,DoS Hulk
80,36893,62,69,38941,20042,682,97,389.5,61,806,93,449.5,89,28799,127,5160,4787,21177,34,78276,7624,3178,47511,11,6028,1596,2277,9802,52,0,0,0,0,0,0,1,19,7,0,0,0,53,37,67,8,44,1070,557,191,36481,9,717,490,251,4426,77,9468,530,11,2823,8,3604,41,893,64810,19033,24057,9641,60150,777,11320,6418,285582,703,9,26,6,Web Attack - XSS
58539,10,4,1,173,82,124,72,98,67,387,46,216.5,13,904,115,1760,2953,39991,61,96610,8938,1855,39392,51,74418,1475,2088,36404,16,1,0,0,0,0,1,0,1,8,0,0,0,44,48,53,80,78,1450,764,184,33856,1,163,188,967,7418,80,7470,4648,97,9021,34,3885,38,2037,30698,43929,65903,7391,167610,443,53972,2286,159050,833,34,53,6,PortScan
80,864,231,8,82767,606,558,85,321.5,99,177,94,135.5,62,80080,2149,4594,2723,43977,66,69850,1213,1702,32290,47,47005,6713,155,47043,46,0,0,0,0,1,146,1,4,5,0,0,0,48,38,64,41,51,1285,668,149,22201,1,884,249,367,6973,76,3269,7720,84,5188,1,1334,49,859,57184,37292,7353,5491,185290,877,54187,5222,343155,429,7,67,6,DoS Hulk
417,78770,29,40,4761,2573,1198,76,637,29,645,78,361.5,29,4744,12,7904,1741,32764,62,22104,2790,598,32338,43,85100,9710,4729,29314,86,1,0,0,0,1,0,0,4,5,0,0,0,57,49,98,72,81,1306,693.5,139,19321,8,624,486,182,7328,96,7244,5666,34,2926,35,2468,46,1147,42655,48394,76841,5440,343452,193,86175,2962,186887,705,41,20,6,Infiltration
80,2782,581,2,21872,139,466,54,260,97,321,95,208,46,269385,565,7249,785,36810,28,89997,7333,516,9377,48,30577,3867,644,34948,87,1,0,0,0,0,104,1,1,8,0,0,0,37,56,99,23,60,1420,740,148,21904,7,491,681,392,5659,33,9876,5188,29,8368,4,3794,33,1981,27638,45086,96601,850,22989,154,16866,3826,34849,998,37,22,6,DDoS
